Date,10Y_Treasury_Rate
2021-05-11,1.6239999532699585
2021-05-12,1.6950000524520874
2021-05-13,1.6679999828338623
2021-05-14,1.6349999904632568
2021-05-17,1.6399999856948853
2021-05-18,1.6419999599456787
2021-05-19,1.6829999685287476
2021-05-20,1.6339999437332153
2021-05-21,1.6319999694824219
2021-05-24,1.6080000400543213
2021-05-25,1.5640000104904175
2021-05-26,1.5740000009536743
2021-05-27,1.6100000143051147
2021-05-28,1.5809999704360962
2021-06-01,1.6150000095367432
2021-06-02,1.590999960899353
2021-06-03,1.625
2021-06-04,1.559999942779541
2021-06-07,1.569000005722046
2021-06-08,1.527999997138977
2021-06-09,1.4889999628067017
2021-06-10,1.4589999914169312
2021-06-11,1.4620000123977661
2021-06-14,1.5010000467300415
2021-06-15,1.4989999532699585
2021-06-16,1.569000005722046
2021-06-17,1.5110000371932983
2021-06-18,1.4500000476837158
2021-06-21,1.4839999675750732
2021-06-22,1.472000002861023
2021-06-23,1.4869999885559082
2021-06-24,1.4869999885559082
2021-06-25,1.5360000133514404
2021-06-28,1.4780000448226929
2021-06-29,1.4800000190734863
2021-06-30,1.4429999589920044
2021-07-01,1.4800000190734863
2021-07-02,1.430999994277954
2021-07-06,1.3700000047683716
2021-07-07,1.3209999799728394
2021-07-08,1.2879999876022339
2021-07-09,1.3559999465942383
2021-07-12,1.3630000352859497
2021-07-13,1.4149999618530273
2021-07-14,1.3559999465942383
2021-07-15,1.2970000505447388
2021-07-16,1.2999999523162842
2021-07-19,1.180999994277954
2021-07-20,1.2089999914169312
2021-07-21,1.2799999713897705
2021-07-22,1.2649999856948853
2021-07-23,1.2860000133514404
2021-07-26,1.2760000228881836
2021-07-27,1.2339999675750732
2021-07-28,1.2610000371932983
2021-07-29,1.2690000534057617
2021-07-30,1.2389999628067017
2021-08-02,1.1740000247955322
2021-08-03,1.1759999990463257
2021-08-04,1.184000015258789
2021-08-05,1.2170000076293945
2021-08-06,1.2899999618530273
2021-08-09,1.3170000314712524
2021-08-10,1.3420000076293945
2021-08-11,1.3289999961853027
2021-08-12,1.3669999837875366
2021-08-13,1.2970000505447388
2021-08-16,1.2569999694824219
2021-08-17,1.2580000162124634
2021-08-18,1.2730000019073486
2021-08-19,1.2419999837875366
2021-08-20,1.2599999904632568
2021-08-23,1.2549999952316284
2021-08-24,1.2899999618530273
2021-08-25,1.3420000076293945
2021-08-26,1.3420000076293945
2021-08-27,1.312000036239624
2021-08-30,1.284999966621399
2021-08-31,1.3040000200271606
2021-09-01,1.3020000457763672
2021-09-02,1.2940000295639038
2021-09-03,1.3220000267028809
2021-09-07,1.3700000047683716
2021-09-08,1.3339999914169312
2021-09-09,1.2990000247955322
2021-09-10,1.340999960899353
2021-09-13,1.3240000009536743
2021-09-14,1.2769999504089355
2021-09-15,1.3040000200271606
2021-09-16,1.3309999704360962
2021-09-17,1.3700000047683716
2021-09-20,1.309000015258789
2021-09-21,1.3240000009536743
2021-09-22,1.3359999656677246
2021-09-23,1.409999966621399
2021-09-24,1.4600000381469727
2021-09-27,1.4839999675750732
2021-09-28,1.534000039100647
2021-09-29,1.5410000085830688
2021-09-30,1.5290000438690186
2021-10-01,1.4789999723434448
2021-10-04,1.4809999465942383
2021-10-05,1.5290000438690186
2021-10-06,1.5240000486373901
2021-10-07,1.5709999799728394
2021-10-08,1.6050000190734863
2021-10-11,1.6139999628067017
2021-10-12,1.5800000429153442
2021-10-13,1.5490000247955322
2021-10-14,1.5190000534057617
2021-10-15,1.5759999752044678
2021-10-18,1.5839999914169312
2021-10-19,1.6349999904632568
2021-10-20,1.6360000371932983
2021-10-21,1.6759999990463257
2021-10-22,1.6549999713897705
2021-10-25,1.6349999904632568
2021-10-26,1.61899995803833
2021-10-27,1.5290000438690186
2021-10-28,1.5679999589920044
2021-10-29,1.5570000410079956
2021-11-01,1.5750000476837158
2021-11-02,1.5490000247955322
2021-11-03,1.5789999961853027
2021-11-04,1.5240000486373901
2021-11-05,1.4529999494552612
2021-11-08,1.496999979019165
2021-11-09,1.4320000410079956
2021-11-10,1.559999942779541
2021-11-11,1.559999942779541
2021-11-12,1.5820000171661377
2021-11-15,1.6230000257492065
2021-11-16,1.6339999437332153
2021-11-17,1.6039999723434448
2021-11-18,1.5889999866485596
2021-11-19,1.5360000133514404
2021-11-22,1.625
2021-11-23,1.6670000553131104
2021-11-24,1.6449999809265137
2021-11-26,1.4819999933242798
2021-11-29,1.5299999713897705
2021-11-30,1.4429999589920044
2021-12-01,1.434000015258789
2021-12-02,1.4479999542236328
2021-12-03,1.343000054359436
2021-12-06,1.434000015258789
2021-12-07,1.4800000190734863
2021-12-08,1.5089999437332153
2021-12-09,1.4869999885559082
2021-12-10,1.4889999628067017
2021-12-13,1.4240000247955322
2021-12-14,1.437999963760376
2021-12-15,1.4630000591278076
2021-12-16,1.4220000505447388
2021-12-17,1.4019999504089355
2021-12-20,1.4190000295639038
2021-12-21,1.4869999885559082
2021-12-22,1.4570000171661377
2021-12-23,1.4930000305175781
2021-12-27,1.4809999465942383
2021-12-28,1.4809999465942383
2021-12-29,1.5429999828338623
2021-12-30,1.5149999856948853
